name,real_name,country,seller_type,sales_count,available_items,rating,approval_very_good,approval_good,approval_neutral,approval_bad,shipping_days,street_address,postal_code,city
HavenOfDragons,Dragon's Haven Cards and Events,United Kingdom,Professional,8583,93194,Outstanding,100 %,0 %,0 %,0 %,20,58 Shaldon Crescent,PL5 3QZ,Plymouth
HD-onlineshop,HD-onlineshop,Germany,Professional,2871,1731,Outstanding,100 %,0 %,0 %,0 %,11,Spargelweg 30,38179,Schwülper
HDC-Trade,Alex LUMINEAU,France,Professional,2684,24625,Outstanding,100 %,0 %,0 %,0 %,12,6 BIS Rue Du Plat D'Étain,37380,Monnaie
HeavensDoorTCGmore,Heaven´s Door TCG & more,Germany,Professional,7516,1081,Outstanding,100 %,0 %,0 %,0 %,16,Hauptstraße 53,97493,Bergrheinfeld
hefaistos,Fokkema Trading,Netherlands,Powerseller,8645,189496,Outstanding,100 %,0 %,0 %,0 %,13,Slagveld 151,4871ND,Etten-Leur
Heimerdraco63,Autoentrepreneur,France,Professional,809,387,Very good,100 %,0 %,0 %,0 %,12,17 rue des hautes granges,63870,orcines
helenasrc,Helena Costa,Portugal,Powerseller,975,11556,Outstanding,98 %,2 %,0 %,0 %,9,Praça Dom Afonso De Albuquerque 12 1º Esq.,2675-271,Odivelas
HeroesINN,Heroes INN,Germany,Powerseller,11548,610,Outstanding,100 %,0 %,0 %,0 %,11,Friedrichstraße 30,41061,Mönchengladbach
HeroFreaks,HeroFreaks (Neuroingen SL),Spain,Professional,2638,22482,Outstanding,99 %,1 %,0 %,0 %,6,Av. Derechos Humanos 20,46132,Almàssera
HHandsomeRRustyy,MIniero Gian Maria,Italy,Professional,1500,4650,Outstanding,100 %,0 %,0 %,0 %,14,Cornacchiara 126,47030,Borghi
Hidden-Gem-Cards,Hidden Gem Trading Cards,United Kingdom,Professional,572,148,Outstanding,100 %,0 %,0 %,0 %,12,4 Henley Gardens,PO15 6HA,Fareham
HiddenCardHaven,Hidden Card Haven,Italy,Powerseller,149,7889,Outstanding,100 %,0 %,0 %,0 %,9,Via San Francesco 40,60035,Jesi
Highmarket,Julian und Matthias Heppner GbR,Germany,Powerseller,60289,266502,Outstanding,99.9 %,0.1 %,0 %,0 %,13,Klingsorstr. 9,12167,Berlin
HiveGames,Hive Games,Austria,Powerseller,60594,525693,Outstanding,99.8 %,0.2 %,0 %,0 %,21,Getreidegasse 3,9020,Klagenfurt
Hobby-Games,G. THEOLOGITIS - I. KOSMIDIS O.E,Greece,Powerseller,182277,1218103,Outstanding,99.4 %,0.2 %,0.2 %,0.2 %,15,Theohari 4,54621,Thessaloniki
Hobbyverse,TYPOS PRESS,Greece,Professional,337,68,Outstanding,100 %,0 %,0 %,0 %,13,Kaisareias 20-22,54454,Toumpa - Thessaloniki
hohermarkt,Fabian Da Rocha Marú,Germany,Professional,104,1364,Outstanding,100 %,0 %,0 %,0 %,11,Göppinger Straße 41/5,73614,Schorndorf
HolonCardshop,Holon Cardshop,Germany,Professional,20781,412,Outstanding,100 %,0 %,0 %,0 %,13,Ritterstr. 1,66482,Zweibrücken
Homelands,Homelands Ilice,Spain,Powerseller,20239,27300,Outstanding,99.3 %,0.7 %,0 %,0 %,11,C/ Sant Vicent 19 bajo izq,03202,Elche
HomeofTCG,Home of TCG,Germany,Professional,699,37456,Outstanding,100 %,0 %,0 %,0 %,8,Potsdamer Str. 40,14974,Ludwigsfelde
HomgCards,Bilal Chibli,Germany,Professional,11830,143,Outstanding,98.9 %,1.1 %,0 %,0 %,16,Berliner Allee 38,13088,Berlin
HopelessCards,Hopeless Cards,United Kingdom,Professional,2468,10760,Outstanding,100 %,0 %,0 %,0 %,14,12 Eskdale Crescent,NE37 2LD,Sunderland
HorneCS,Horne Card Shop,Norway,Professional,10,3315,,100 %,0 %,0 %,0 %,,Aplagarden 2,5750,ODDA
HornsHeldenhort,Horns Heldenhort,Germany,Professional,1771,6265,Outstanding,100 %,0 %,0 %,0 %,8,Am Bülzgraben 19,58642,Iserlohn
House-of-Cards-OE,House of Cards OE,Greece,Powerseller,27730,764057,Outstanding,100 %,0 %,0 %,0 %,10,"Aspasias 72-74, Holargos",15561,Athens
HouseOfCardsBE,HouseOfCardsBE,Belgium,Professional,21824,36703,Outstanding,100 %,0 %,0 %,0 %,18,Geraardsbergsesteenweg 282,9404,Aspelare
Houseofdoh,"ARC Antik, Retro & Collectibles",Germany,Professional,1603,30044,Outstanding,100 %,0 %,0 %,0 %,11,Karlstr. 9/1,73269,Hochdorf
HouseofWonders,BloodBrothers SRLS,Italy,Powerseller,252,13162,Outstanding,100 %,0 %,0 %,0 %,18,VIA RIVA DI RENO 110,40121,Bologna
HQCards,Patrick Töllner,Germany,Professional,31818,6678,Outstanding,99.9 %,0.1 %,0 %,0 %,11,Anna-Wöbse-Straße 11,27283,Verden
Hrdinov,Hrdinov,Czech Republic,Professional,355,9780,Outstanding,100 %,0 %,0 %,0 %,12,Pacelice 32,38801,Škvořetice
HungryDeerMTG,Card Crate,United Kingdom,Professional,1060,14128,Outstanding,100 %,0 %,0 %,0 %,8,Suite 122 Elder Gate,MK9 1LR,Milton Keynes
hurrikan,Pius Kuhn,Germany,Professional,14821,108241,Outstanding,100 %,0 %,0 %,0 %,13,Pegasusstr. 9,16321,Bernau
HuzzkyGames,Huzzky Games,Germany,Professional,6916,11619,Outstanding,100 %,0 %,0 %,0 %,13,Horst-Böttjer-Weg 5,22117,Hamburg
Hybris,Pasquale Palmisano,Italy,Professional,5886,549,Outstanding,100 %,0 %,0 %,0 %,25,Via B. Cellini 21,72015,Fasano
HydrasHaven,Edward Brookes,United Kingdom,Powerseller,109,131,Outstanding,100 %,0 %,0 %,0 %,14,"4 Molay Court, 1 Sainty Close",GU11 4FZ,Aldershot
hypnoticmonkey,Hypnotic Monkey Cards Ltd,United Kingdom,Professional,210,32,Outstanding,99 %,1 %,0 %,0 %,18,182 Sellywood Road,B30 1TJ,Birmingham
Hyvemind,Oasis Gaming Center,Italy,Professional,1926,5097,Outstanding,99 %,1 %,0 %,0 %,20,Via Pasubio 1,20014,Nerviano
ichessblumn,Theo Freyberger,Germany,Professional,4573,63385,Outstanding,100 %,0 %,0 %,0 %,11,Jahnallee 31,04109,Leipzig
Ichiban-Cards,Daniel Hernando Sànchez,Spain,Professional,8576,241076,Outstanding,99 %,0 %,1 %,0 %,8,C/guadalupe n6 bajo b,28931,Mostoles (Madrid )
IdealGame,IdealGame,France,Professional,10144,2053,Outstanding,100 %,0 %,0 %,0 %,11,54 Rue Lenine,59113,Seclin
IGHandelsposten,Intergalaktischer Handelsposten,Germany,Professional,2370,20216,Outstanding,100 %,0 %,0 %,0 %,17,Untere Straße 41a,51688,Wipperfürth
ikigaicomicstienda,IKIGAI CÓMICS,Spain,Professional,12,46,Good,100 %,0 %,0 %,0 %,8,CALLE CRISTO DE LOS MILAGROS 12,37001,SALAMANCA
IKillGiants,IKillGiants,Austria,Professional,409,8053,Outstanding,100 %,0 %,0 %,0 %,14,Dr.-Nikolaus-Britz-Straße 5,2000,Stockerau
IL-REGNO,IL REGNO  SRL,Italy,Professional,3581,29142,Outstanding,99.1 %,0.9 %,0 %,0 %,16,Argelati 44,20143,MILANO
ilcovodelnerd,il covo del nerd,Italy,Professional,51721,1033850,Outstanding,100 %,0 %,0 %,0 %,25,viale michelangelo 133,71122,foggia
ILFORZIEREDELMANA,IL FORZIERE DEL MANA di Alberto Franchini,Italy,Professional,5857,13697,Outstanding,99 %,1 %,0 %,0 %,23,Via Enrico Mattei 27/c,20010,Cornaredo ( Mi )
Ilias1408,Roland Krenz,Germany,Professional,654,7637,Outstanding,100 %,0 %,0 %,0 %,13,Rudolfstraße 12,87463,Dietmannsried
Iliaster,Paul Dehmelt,Germany,Professional,53194,6724,Outstanding,99.9 %,0.1 %,0 %,0 %,16,Lyoner Straße 50,60528,Frankfurt a. M.
ILLuMiNaTe7,Antoon Cornelis Johannes Elsink,Netherlands,Professional,1888,3552,Outstanding,99 %,1 %,0 %,0 %,27,Straatweg 114,3621BT,Breukelen
iltempiodikronos,Il Tempio di Kronos s.r.l.s.,Italy,Professional,10232,182248,Outstanding,99 %,1 %,0 %,0 %,16,Via Santa Croce 83,81020,San Nicola la Strada
Imperial-Games-ltd,Imperial Games Limited,United Kingdom,Professional,1201,1420,Outstanding,100 %,0 %,0 %,0 %,10,31a Sidwell Street,EX46NN,Exeter
ImperiumGamesLatina,Lost Legion srls,Italy,Professional,27221,9833,Outstanding,98.7 %,1.3 %,0 %,0 %,14,Via Priverno 15,04100,Latina
In-Response,In Response Trading - Florian Dötsch,Germany,Professional,16821,4177,Outstanding,100 %,0 %,0 %,0 %,21,Am Pfaffenheckle 12,86609,Donauwörth
In2Cards,In2Cards,Netherlands,Professional,24079,12110,Outstanding,100 %,0 %,0 %,0 %,17,Granaatstraat 78,7554TR,Hengelo
In2urmind,Torben Oltmanns,Germany,Powerseller,3173,7090,Outstanding,100 %,0 %,0 %,0 %,13,Grasweg 19,22846,Norderstedt
IncomGamingCards,Incom Gaming Limited,United Kingdom,Professional,2576,5732,Outstanding,100 %,0 %,0 %,0 %,12,Two Pigs Church Street,GL50 3HA,Cheltenham
Indexcards,Indexcards,Italy,Professional,1224,7,Outstanding,100 %,0 %,0 %,0 %,14,Via Aleardo Aleardi 4,58100,Grosseto (GR)
Infernal-Cards,Christoph Koller,Germany,Professional,3070,658,Outstanding,100 %,0 %,0 %,0 %,13,Kohlstattweg 8,86479,Obergessertshausen
Inferno-Royal-Cards,Patrick-Michael Mehler,Germany,Professional,3117,62356,Very good,94 %,4 %,2 %,0 %,16,Brüder-Grimm-Straße 17,37412,Herzberg Am Harz
InfiniteMagicCZ,Infinite Magic,Czech Republic,Professional,13174,71036,Very good,97.3 %,1.8 %,0.9 %,0 %,15,Kafkova 102/19,16000,Prague 6
inGenio,inGenio BCN Games,Spain,Professional,18644,140216,Outstanding,100 %,0 %,0 %,0 %,9,"Passeig de Sant Joan, 16, Local 4",08010,Barcelona
Innisfelan,Groisartig,Austria,Professional,52,6179,Outstanding,100 %,0 %,0 %,0 %,11,Unterloibl 36,9163,Unterloibl
InsaneTCG,David Salwiczek,Germany,Professional,5772,3185,Outstanding,100 %,0 %,0 %,0 %,11,Lindenstraße 25a,23558,Lübeck
InvestCollect,Invest Collect - La Ligue du Jeu,France,Professional,22439,20135,Outstanding,100 %,0 %,0 %,0 %,11,Lot commercial de la Tour,87110,Le Vigen
InvestMagicLand,"Invest Magic Land, s.r.o.",Czech Republic,Professional,4895,115159,Outstanding,99.6 %,0.4 %,0 %,0 %,20,"Chudenická 1059/30, Hostivař",10200,Praha 10
Iridiath,Iridiath TCG,France,Professional,8763,24001,Outstanding,100 %,0 %,0 %,0 %,12,21 rue saint nicolas,28170,Saint maixme hauterive
IronForgedGames,IronForgedGames,United Kingdom,Professional,14109,14822,Outstanding,99.4 %,0.4 %,0.2 %,0 %,24,Unit 4a 33-53 Library Street,WN11NN,Wigan
isekaialcorcon,ISEKAI TCG Store,Spain,Professional,430,263,Outstanding,100 %,0 %,0 %,0 %,14,"Avenida Torres Bellas, 4, Local comercial ISEKAI",28923,Alcorcón
Ishan,Pipistrello,Croatia,Professional,22306,78260,Outstanding,100 %,0 %,0 %,0 %,20,Vlade Grozdanića 6,51000,Rijeka
IslandSanctuaryTCG,Bram Dortmans,Netherlands,Professional,1079,126243,Outstanding,100 %,0 %,0 %,0 %,13,Peelweg 33,5411VC,Zeeland
isolanelcielo,L'ISOLA NEL CIELO DI VITTIGLIO GIULIO,Italy,Professional,231,1081,Outstanding,100 %,0 %,0 %,0 %,23,VIA RACCORDO AUSONIA 44,03043,CASSINO(FR)
Itaca,Magic Itaca SL,Spain,Powerseller,102795,2802820,Outstanding,99.7 %,0.2 %,0.1 %,0 %,10,"Blasco de Garay 15, Local 1",28015,Madrid
ItzRooie,TCG-Home,Belgium,Professional,1000,25,Outstanding,100 %,0 %,0 %,0 %,13,Meertsveldstraat 19,2570,Duffel
JackTradesCards,Jack Broddle,United Kingdom,Professional,9064,23764,Outstanding,100 %,0 %,0 %,0 %,19,6 Cavendish Street,NG20 9DU,Langwith
Jackys-Cardstore,Jackys Cardstore & more,Germany,Powerseller,2856,687,Outstanding,100 %,0 %,0 %,0 %,16,Wilhelm-Pieck-Ring 42,18528,Bergen
Jamingcards,Denis Brugues,France,Professional,1097,254,Outstanding,100 %,0 %,0 %,0 %,11,14 rue Aristide Briand et de la paix,42000,st etienne
Janimes,Janîmes,France,Professional,70,162,Outstanding,100 %,0 %,0 %,0 %,11,3 Rue Des Marchands,30000,Nîmes
jannikotti,Jannik Otterbach,Germany,Professional,1583,5338,Outstanding,100 %,0 %,0 %,0 %,16,In Der Ecke 17,57223,Kreuztal
JeffPesos-GTCorciano,RAF-G srls,Italy,Professional,1806,11114,Outstanding,99.4 %,0.6 %,0 %,0 %,21,Via W.I. Uljanow Detto Lenin 2,06073,Corciano
Jenbiwe,Benjamin Veloppé,France,Professional,2444,134057,Outstanding,100 %,0 %,0 %,0 %,11,1 La Davière,44370,Belligné
Jerringstns,Lutz Rinklake,Germany,Professional,1111,106,Outstanding,100 %,0 %,0 %,0 %,19,Taubenstraße 41,48268,Greven
JessisDreamcards,JessisDreamcards,Germany,Professional,1740,1206,Outstanding,100 %,0 %,0 %,0 %,13,Knüwenstraße 36,58099,Hagen
Jester10,Jester games store ltd,United Kingdom,Professional,6426,135,Outstanding,100 %,0 %,0 %,0 %,16,35 Kings Street East,SK1 1JX,Stockport
Jesus420,Jesus Bravo Canaveras,Spain,Powerseller,575,11377,Outstanding,99 %,1 %,0 %,0 %,21,virgen del rosario 1,18670,velez de benaudalla (granada)
JeuxVeux,Jeux Veux,France,Professional,4132,20317,Outstanding,99 %,0 %,1 %,0 %,16,255 rue Général de Gaulle,69530,Brignais
JG-TCG,Jonathan Gilbert,United Kingdom,Professional,3277,24884,Outstanding,100 %,0 %,0 %,0 %,12,"1st Floor, Unit 9, Silver Business Park, Airfield Way",BH23 3TA,Christchurch
jgccollectables,JGC Collectables,United Kingdom,Professional,2369,1927,Outstanding,100 %,0 %,0 %,0 %,14,38 Church Road,GU470TP,Sandhurst
JizzyTCG,Manuel Dembicers Onlineshop,Germany,Powerseller,51,185,Outstanding,100 %,0 %,0 %,0 %,8,Rezerstr. 4a,92224,Amberg
JJpoke,JJPoke,Italy,Professional,2903,6391,Outstanding,100 %,0 %,0 %,0 %,21,Corte Conti 2,55011,Altopascio
JK-Entertainment,J.K. Entertainment GmbH,Germany,Powerseller,512612,160816,Outstanding,98.5 %,0.8 %,0.5 %,0.2 %,19,Im Gefierth 12,63303,Dreieich
JK-Entertainment-TCG,J.K. Entertainment GmbH,Germany,Professional,5764,1054,Outstanding,100 %,0 %,0 %,0 %,11,Gruener Weg 8,63477,Maintal
jmskns69,OÜ Asonland,Estonia,Professional,23946,432772,Outstanding,100 %,0 %,0 %,0 %,12,Siili 3-8,13422,Tallinn
Jocarium,JOCARIUM,Spain,Professional,1139,737,Outstanding,100 %,0 %,0 %,0 %,7,"C/Emili Juncadella, 36 Atico 2ª",08950,Esplugues de Llobregat
JoeBuddha,Jörg Buddeus,Germany,Professional,20020,24861,Outstanding,100 %,0 %,0 %,0 %,17,Am Kiefernkamp 21,26903,26903 Surwold
Joery,Van Tilburg trading cards,Netherlands,Professional,633,5754,Outstanding,99 %,1 %,0 %,0 %,16,Fortplein 7,4651GM,Steenbergen
JoeysJunk,Nino Pohl,Germany,Professional,1065,1012,Outstanding,99.4 %,0.6 %,0 %,0 %,13,Johann-Sebastian-Bach-Straße 25,38350,Helmstedt
Johardrymnol,Johardrymnol AB,Sweden,Professional,5049,5629,Outstanding,100 %,0 %,0 %,0 %,11,Saturnusvägen 6,31272,Skummeslövsstrand
Johnni,Johannes Schlosser,Germany,Powerseller,7047,7961,Outstanding,100 %,0 %,0 %,0 %,13,Jahnstraße 14,93087,Alteglofsheim
Jokers-Toybox,Jokers Toybox,United Kingdom,Professional,2014,643,Outstanding,100 %,0 %,0 %,0 %,10,51 Grange Road,TN13 2PQ,Sevenoaks
Jokerslair,Masquerade S.a.S.,Italy,Professional,17333,298213,Outstanding,100 %,0 %,0 %,0 %,28,Via Giuseppe Gianella 21,20152,Milano
JOKO,Joko Store,Spain,Powerseller,19333,504633,Outstanding,100 %,0 %,0 %,0 %,6,"Calle Archiduque Carlos, Patio 70 Puerta 11",46014,Valencia
JollyJokerTorino,Jolly Joker s.r.l.,Italy,Professional,377,431,Outstanding,100 %,0 %,0 %,0 %,18,Corso Dante 50L,10126,Torino
jordancards,García Moreno Consultores SL,Spain,Professional,7,9,Good,100 %,0 %,0 %,0 %,4,Pseo Alameda 39 B27,46023,Valencia
Jorhajnes,Johannes Olsson,Sweden,Powerseller,5752,18739,Outstanding,100 %,0 %,0 %,0 %,14,Karl Staaffsgatan 14A,41726,Göteborg
JOYBOYCOMICS,joy boy sas di negri alessandro & c.,Italy,Professional,68,112,Outstanding,98.2 %,1.8 %,0 %,0 %,18,Via Paolo Bozzini 25,29121,Piacenza
Joydo,Joydo,Netherlands,Powerseller,425,80,Outstanding,100 %,0 %,0 %,0 %,10,Ambachtstraat 18 A,6971BR,Brummen
JPTF11,João Fragoso,Portugal,Powerseller,179,5481,Outstanding,100 %,0 %,0 %,0 %,11,R Alexandre Herculano 31 R/C,5340-228,Macedo De Cavaleiros
JupiterGuadalajara,IMPREJUEGOS S.L.,Spain,Professional,3117,40252,Outstanding,100 %,0 %,0 %,0 %,6,"San Roque 15, Bajo Izquierda",19002,Guadalajara
JupiterMadridCentral,EVOJUEGOS SL,Spain,Professional,19995,319030,Outstanding,100 %,0 %,0 %,0 %,7,C/ Manuel Silvela Nº 8,28010,Madrid
JupiterMadridNorte,Evolution Madrid Norte,Spain,Powerseller,57135,525710,Outstanding,99.6 %,0.3 %,0.1 %,0 %,10,"Calle Marques de la Valdavia 95, Local 2",28100,ALCOBENDAS
JupiterOurense,Loropo Store S.L.,Spain,Powerseller,1584,18497,Outstanding,100 %,0 %,0 %,0 %,8,Calle Cardenal Quevedo 8 bajo derecha,32004,Ourense
JupiterSevilla,Janito Superby SL,Spain,Professional,13935,6210,Outstanding,100 %,0 %,0 %,0 %,9,C/ Febo 15,41010,Sevilla
JuraGeekStore,Jura Geek Store,France,Professional,5731,79099,Outstanding,99.7 %,0 %,0.3 %,0 %,11,33 Rue Des Sapins,39400,Morbier
JustFreakES,JustFreak.es,Spain,Powerseller,236,1573,Outstanding,100 %,0 %,0 %,0 %,6,"Calle Maria Pita, Local 14",18194,Churriana De La Vega
JusticeCards,Ashkan Ghafouri,Germany,Professional,6982,1,Outstanding,100 %,0 %,0 %,0 %,8,Bodenstaffstraße 5,53179,Bonn
kabooom-tcg,Kabooom Entertainment GmbH,Switzerland,Professional,12497,21786,Outstanding,100 %,0 %,0 %,0 %,9,Dienerstrasse 36,8004,Zürich
Kadoendra,Cardvalley,Netherlands,Professional,9641,111812,Outstanding,100 %,0 %,0 %,0 %,19,Smetanaplaats 5,3335AW,Zwijndrecht
KahnCardz,Philip KAHN,France,Professional,1680,3518,Outstanding,99 %,1 %,0 %,0 %,16,86 avenue de Paris,78000,Versailles
KaibaCards2511,KaibaCards e.U.,Austria,Professional,301,1021,Outstanding,100 %,0 %,0 %,0 %,12,Unterbirkenberg 26c/49,6410,Telfs
KAInvesting,K&A TCG Limited,United Kingdom,Professional,99,202,Outstanding,100 %,0 %,0 %,0 %,10,54 Lower  Oldfield Park,BA2 3HP,Bath
Kaisaking-TCG,Kaisaking TCG GbR,Germany,Professional,3756,25761,Outstanding,100 %,0 %,0 %,0 %,16,Am Ochsenzoll 40,22417,Hamburg
Kakturion,Claudio Rengshausen,Germany,Professional,2430,65833,Outstanding,97.8 %,2.2 %,0 %,0 %,29,Kreuzstraße 14,56341,Kamp-Bornhofen
Kalipilux,Kalipilux,Germany,Professional,460,53265,Outstanding,100 %,0 %,0 %,0 %,13,Joseph-Mäurer-Str. 79,51688,Wipperfürth
Kalliath,MKM Kalliath,Germany,Professional,3782,15978,Outstanding,100 %,0 %,0 %,0 %,13,Pichelsdorferstraße 45,13595,Berlin
kamatogamesltd,Kamato Games LTD,Bulgaria,Professional,5416,1054,Outstanding,100 %,0 %,0 %,0 %,21,Gonda Voda 7B,4230,Asenovgrad
karmacrow,Karmacrow UG & Co KG,Germany,Powerseller,220678,668267,Outstanding,99.7 %,0.2 %,0.1 %,0 %,21,Saalmannstr. 7-9,13403,Berlin
KarontecGames,KARONTEC GAMES S.L.,Spain,Professional,8,4980,,100 %,0 %,0 %,0 %,3,Av Ernest Lluch 11,08170,Montornès Del Vallès
Karpf-Philipp,Karpf Philipp,Austria,Professional,2287,338,Outstanding,99 %,0 %,1 %,0 %,11,Marktstraße 2/2,3671,Marbach an der Donau
Karten-haus,Kartenhaus Mathias Vitovec,Austria,Professional,448,28063,Outstanding,99 %,1 %,0 %,0 %,14,Roseggergasse 47/1,3400,Kierling
Kartenchaos,Kartenchaos OG,Austria,Powerseller,712,41,Outstanding,100 %,0 %,0 %,0 %,12,Roseggergasse 2,8570,Voitsberg
Kartendomo,Dominik Moritz,Germany,Professional,29,0,Good,100 %,0 %,0 %,0 %,11,Fuggerstraße 7,86836,Graben
Kartendrop,Kartendrop Sascha Boljevac,Germany,Professional,139,8496,Outstanding,100 %,0 %,0 %,0 %,9,Breitscheidstr. 41,39114,Magdeburg
KartenKammer,Patrick Fricke,Germany,Professional,150,3230,Outstanding,100 %,0 %,0 %,0 %,13,Ligusterweg 35,42111,Wuppertal
kartenluimtg,KARTEN LUI,Germany,Professional,51,2730,Outstanding,100 %,0 %,0 %,0 %,11,Artfeldstr. 10,97737,Gemünden Am Main
kartenpirat,Patrick Goldfuß,Germany,Powerseller,2752,47978,Outstanding,100 %,0 %,0 %,0 %,11,Orleansstraße 53,31135,Hildesheim
KartenrauschTCG,Kartenrausch,Germany,Professional,295,1769,Outstanding,100 %,0 %,0 %,0 %,13,Leide 17,35260,Stadtallendorf
kartenschmiede,Kartenschmiede,Germany,Powerseller,42280,7974,Outstanding,99.6 %,0.4 %,0 %,0 %,16,Rote-Tor-Str. 18,76661,Philippsburg
Kartenzirkel,Tim Labohm - Kartenzirkel,Germany,Professional,4940,2949,Outstanding,100 %,0 %,0 %,0 %,19,Graf-Haeseler-Straße 5,44135,Dortmund
Kartographie,Kartographie,Germany,Professional,1363,72684,Outstanding,100 %,0 %,0 %,0 %,8,Pfaffendorfer Str. 12,04105,Leipzig
Kartovo-net,Arya&Aron Collectibles s. r. o. (LLC),Slovakia,Professional,2418,4864,Outstanding,99 %,1 %,0 %,0 %,14,Karpatské Námestie 7770 10A,83106,Bratislava
Kauppiasfoppa,Kauppiasfopan ja Nekronin Basaari,Finland,Professional,26948,87158,Outstanding,99.1 %,0.6 %,0.3 %,0 %,18,Kivipyykintie 9,01260,Vantaa
Kavoldox,Monsieur Gaspard Gosset,France,Professional,33416,403720,Outstanding,99.2 %,0.8 %,0 %,0 %,18,10 Place Du Général Leclerc,76280,Criquetot-L'Esneval
Kazajeux,KAZAJEUX,France,Professional,334,7546,Outstanding,100 %,0 %,0 %,0 %,16,35 A rue des Bégonias Route de Didier,97200,Fort de France - Martinique
KEEPSEVEN,KEEPSEVEN,Germany,Professional,47242,18915,Outstanding,100 %,0 %,0 %,0 %,19,Königstraße 34,23552,Lübeck
Keiken,Keiken Comics,Spain,Professional,5730,15264,Outstanding,100 %,0 %,0 %,0 %,7,C/ Abrera Nº7 Local 3 B,08760,Martorell
KelsKards,Kels Kards,United Kingdom,Professional,15000,74174,Outstanding,99.3 %,0 %,0.7 %,0 %,12,14 Cassel Avenue,SS8 8BS,Canvey Island
ketto31,Christophe Sarniguet,France,Professional,7126,63,Outstanding,100 %,0 %,0 %,0 %,11,2 avenue jean jaurés,81470,cuq toulza
Kevin2310,KS MagicClean,Germany,Professional,1617,33438,Outstanding,100 %,0 %,0 %,0 %,13,Dechant-Held-Strasse 27,66780,Rehlingen-Siersburg
khanbarrilete,KHANBARRILETE SL,Spain,Professional,12762,28911,Outstanding,100 %,0 %,0 %,0 %,8,C/DOLORES IBARRURI 12-4,46920,MISLATA
Kickassgaming,Kick Ass Gaming,Ireland,Professional,21735,163916,Outstanding,98 %,1.2 %,0.2 %,0.6 %,24,Dublin,D02XE80,Dublin
Kiki237,Kiki237,Italy,Professional,5175,296,Outstanding,97 %,3 %,0 %,0 %,23,Villa Lampada,23816,Barzio
KikouMagic,Mathieu Chambord Georges Roger,Spain,Professional,5200,21031,Outstanding,98 %,2 %,0 %,0 %,10,"Avenida Mediterránia, 28 2-4",17250,playa de Aro
Kilthia,Christina Bader An- und Verkauf,Germany,Professional,2411,62738,Outstanding,100 %,0 %,0 %,0 %,16,Tilsiter Str. 4/1,71229,Leonberg
KimahniCards,KimahniCards,Germany,Professional,4885,15707,Outstanding,100 %,0 %,0 %,0 %,13,Blumenstr. 12,86697,Oberhausen
KimchiCards,Matthis Stolz,Germany,Professional,4336,7172,Outstanding,100 %,0 %,0 %,0 %,13,Am Steingassenberg 1,82299,Türkenfeld
KIMONO-TTCG,KIMONO-TTCG,France,Professional,1472,10341,Outstanding,100 %,0 %,0 %,0 %,11,60 rue francois 1er,75008,PARIS
kingdomcards-shop,KingdomCards.es,Spain,Powerseller,620,22002,Outstanding,100 %,0 %,0 %,0 %,6,Méndez Núñez 20 - 2,36970,Portonovo
KingdoMtG,KingdoM:tG Mariusz Mitka,Poland,Professional,7547,829582,Outstanding,100 %,0 %,0 %,0 %,16,ul. Kadecka 1,30-078,Kraków
KingStB-Cards,KingStB-Cards,Germany,Powerseller,276,457,Outstanding,100 %,0 %,0 %,0 %,11,Hohenkamp 14,29229,Celle
Kinton,Kinton,Spain,Professional,80,14,Outstanding,97.2 %,1.4 %,0 %,1.4 %,8,"C/ Bisbe Tormo, 7",03202,Elche
KirdiesIsland,Kirdie's Island,France,Professional,8213,6283,Outstanding,100 %,0 %,0 %,0 %,11,19 Avenue Robert Chasteland,44700,Orvault
Kjeldoran-Outpost,Christoph Scheele,Germany,Professional,305,592,Outstanding,100 %,0 %,0 %,0 %,8,Schäfers Garten 10,31535,Neustadt am Rübenberge
kleiber-collectibles,Kleiber Collectibles,Germany,Professional,828,7,Outstanding,100 %,0 %,0 %,0 %,11,Puschkinallee 36,15732,Eichwalde
Klink,Leip-ZIG-ards,Germany,Professional,28574,4698,Outstanding,100 %,0 %,0 %,0 %,11,"Eisenbahnstr, 7",04315,Leipzig
KMCards,Kevin Kressel &  Markus Geyer GbR,Germany,Professional,8172,167,Outstanding,99 %,1 %,0 %,0 %,16,Bergstraße 4,91611,Lehrberg
kokoro-cards,KOKORO CARDS,France,Professional,2005,2280,Outstanding,100 %,0 %,0 %,0 %,11,61 rue de lyon,75012,PARIS
Koma76,Raffaele Passarelli,Belgium,Professional,880,7539,Outstanding,98 %,1 %,1 %,0 %,16,Italielei 100,2000,Antwerp
komet,Komet Trading Cards,Germany,Professional,74269,3572,Outstanding,100 %,0 %,0 %,0 %,11,Burgunderweg 17,65205,Wiesbaden
KonobaCards,SARL Konoba Cards,France,Professional,5187,3969,Outstanding,99.1 %,0.6 %,0.3 %,0 %,14,65 rue Jean Lecanuet,76000,Rouen
